Species_BirdTree,Wing.Length,Secondary1,Hand.Wing.Index,Hand.Wing.Area,Data.type,Total.wing.area,Wingspan,Wing.aspect.ratio,Source_Total.wing.area_Wingspan,Max.Elevation.1,Source_Max.Elevation.1,Max.Elevation.2,Source_Max.Elevation.2,Min.Elevation.1,Source_Min.Elevation.1,Min.Elevation.2,Source_Min.Elevation.2,Mean.Elevation.1,Mean.Elevation.2,Centroid.latitude,Max.latitude,Min.latitude,Temp. seasonality,Habitat.Openness,Body.Mass,Flight.Mode,Aerial.Lifestyle,Aerial.Lifestyle.Certainty,Migration,Trophic.Level,Habitat.type
Pteroptochos tarnii,103.1,96.4,6.4,15611.89,Observed,NA,NA,NA,NA,1000,White et al. (2015),1000,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),500,500,-44.19,50.70,37.16,341.75,1,147.0,flapping,1,A,1,2ry consumer,Terrestrial
Pteruthius aenobarbus,59.0,48.9,17.1,4531.90,Observed,NA,NA,NA,NA,3000,White et al. (2015),3000,White et al. (2015); Quintero et al. (2018),500,White et al. (2015),500,White et al. (2015); Quintero et al. (2018),1750,1750,19.96,28.25,0.00,296.78,1,11.8,flapping,1,A,1,2ry consumer,Terrestrial
Pteruthius flaviscapis,76.7,63.3,17.5,7626.39,Observed,NA,NA,NA,NA,3100,White et al. (2015),3100,White et al. (2015); Quintero et al. (2018),300,White et al. (2015),300,White et al. (2015),1700,1700,21.86,34.74,0.00,442.42,1,38.7,flapping,1,A,1,2ry consumer,Terrestrial
Pteruthius melanotis,59.3,49.2,17.2,4582.89,Observed,NA,NA,NA,NA,2800,del Hoyo (2020),2800,del Hoyo (2020); White et al. (2015),300,del Hoyo (2020),300,del Hoyo (2020); White et al. (2015),1550,1550,23.62,30.31,3.39,377.79,1,13.3,flapping,1,A,1,2ry consumer,Terrestrial
Pteruthius rufiventer,89.0,74.6,16.1,10429.15,Observed,NA,NA,NA,NA,3300,del Hoyo (2020),3300,del Hoyo (2020),1200,del Hoyo (2020),1200,del Hoyo (2020),2250,2250,26.59,29.33,20.97,462.86,1,43.0,flapping,1,A,1,2ry consumer,Terrestrial
Pteruthius xanthochlorus,62.0,51.9,16.3,5054.51,Observed,NA,NA,NA,NA,3600,White et al. (2015),3600,White et al. (2015); Quintero et al. (2018),210,White et al. (2015),210,White et al. (2015); Quintero et al. (2018),1905,1905,29.11,35.13,20.90,612.96,1,14.3,flapping,1,A,1,1ry consumer,Terrestrial
Ptilinopus arcanus,100.0,74.7,25.3,11733.85,Observed,NA,NA,NA,NA,1100,del Hoyo (2020),1100,del Hoyo (2020),1100,del Hoyo (2020),1100,del Hoyo (2020),1100,1100,10.44,10.51,10.38,58.49,2,85.9,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus aurantiifrons,128.0,89.2,30.4,17934.72,Observed,NA,NA,NA,NA,300,White et al. (2015),300,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),150,150,-5.11,10.73,0.34,47.51,2,152.0,flapping,2,A,1,1ry consumer,Terrestrial
Ptilinopus bernsteinii,141.3,98.2,30.6,21795.84,Observed,NA,NA,NA,NA,2150,White et al. (2015),2150,White et al. (2015),100,White et al. (2015),100,White et al. (2015),1125,1125,0.5,2.23,0.00,24.34,2,118.5,flapping,2,C,1,1ry consumer,Terrestrial
Ptilinopus chalcurus,135.0,100.4,25.6,21290.57,Observed,NA,NA,NA,NA,80,White et al. (2015),80,White et al. (2015),0,White et al. (2015),0,White et al. (2015),40,40,-15.84,15.87,15.80,60.19,2,97.6,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus cinctus,166.1,118.2,29.6,30839.48,Observed,NA,NA,NA,NA,1500,White et al. (2015),1500,White et al. (2015),0,White et al. (2015),0,White et al. (2015),750,750,-10.02,13.06,6.30,102.82,2,243.0,flapping,2,A,1,1ry consumer,Terrestrial
Ptilinopus coralensis,126.0,93.7,25.7,18545.14,Observed,NA,NA,NA,NA,100,del Hoyo (2020),100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),50,50,-16.82,22.04,14.33,71.22,2,83.2,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus coronulatus,117.0,83.0,29.1,15254.00,Observed,NA,NA,NA,NA,1200,White et al. (2015),1200,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),600,600,-5.36,10.73,0.34,44.85,2,76.6,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus dohertyi,178.0,123.4,30.7,34502.86,Observed,NA,NA,NA,NA,1300,del Hoyo (2020),1300,del Hoyo (2020),100,del Hoyo (2020),100,del Hoyo (2020),700,700,-9.76,10.32,9.28,74.94,2,243.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus dupetithouarsii,144.2,97.7,32.3,22129.91,Observed,NA,NA,NA,NA,1230,White et al. (2015),1230,White et al. (2015),0,White et al. (2015),0,White et al. (2015),615,615,-9.44,10.54,8.80,47.60,2,99.5,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus eugeniae,115.2,78.9,31.0,14277.41,Observed,NA,NA,NA,NA,1100,del Hoyo (2020),1100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),550,550,-10.52,10.83,10.14,41.98,2,114.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus fischeri,167.6,122.0,27.3,32118.39,Observed,NA,NA,NA,NA,3000,del Hoyo (2020),3000,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),1000,del Hoyo (2020),1000,del Hoyo (2020); White et al. (2015),2000,2000,-1.94,5.45,0.00,33.86,2,177.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus granulifrons,121.0,90.0,28.1,17105.97,Observed,NA,NA,NA,NA,600,del Hoyo (2020),600,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),300,300,-1.56,1.74,1.33,31.76,2,136.5,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus greyii,114.8,78.7,30.2,14191.77,Observed,NA,NA,NA,NA,1600,del Hoyo (2020),1600,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),800,800,-19.11,22.71,7.87,170.32,2,82.7,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus huttoni,161.7,119.8,25.9,30428.93,Observed,NA,NA,NA,NA,450,White et al. (2015),450,White et al. (2015),40,White et al. (2015),40,White et al. (2015),245,245,-27.61,27.64,27.58,204.72,2,130.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus hyogastrus,125.8,92.9,27.2,18357.61,Observed,NA,NA,NA,NA,1000,del Hoyo (2020),1000,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),500,500,0.91,2.65,0.00,23.40,2,136.5,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus insolitus,128.0,89.6,29.8,18015.15,Observed,NA,NA,NA,NA,1200,White et al. (2015),1200,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),600,600,-5.05,6.32,1.33,35.16,2,136.5,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus insularis,143.5,107.4,25.2,24208.96,Observed,NA,NA,NA,NA,100,del Hoyo (2020),100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),50,50,-24.36,24.41,24.32,151.09,2,104.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus iozonus,117.8,77.8,34.1,14396.10,Observed,NA,NA,NA,NA,1000,White et al. (2015),1000,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),500,500,-5.34,10.73,0.01,44.72,2,114.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus jambu,138.4,91.9,33.0,19978.90,Observed,NA,NA,NA,NA,1500,White et al. (2015),1500,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),750,750,1.12,11.20,0.00,36.87,2,135.0,flapping,2,A,1,1ry consumer,Terrestrial
Ptilinopus layardi,114.8,91.9,19.9,16572.09,Observed,NA,NA,NA,NA,800,del Hoyo (2020),800,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),400,400,-19.04,19.18,18.87,135.53,2,75.6,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus leclancheri,141.2,94.6,32.8,20981.94,Observed,NA,NA,NA,NA,700,White et al. (2015),700,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),350,350,12.11,24.83,5.56,93.20,2,164.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus luteovirens,117.0,91.0,22.4,16724.27,Observed,NA,NA,NA,NA,2000,White et al. (2015),2000,White et al. (2015),60,White et al. (2015),60,White et al. (2015),1030,1030,-17.83,18.43,17.26,133.38,2,75.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus magnificus,163.5,116.6,28.7,29945.82,Observed,NA,NA,NA,NA,1400,White et al. (2015),1400,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),700,700,-10.36,34.15,0.01,145.03,2,185.4,flapping,2,A,1,1ry consumer,Terrestrial
Ptilinopus marchei,177.4,144.2,18.8,40182.67,Observed,NA,NA,NA,NA,2300,del Hoyo (2020),2500,Quintero et al. (2018),400,del Hoyo (2020),400,del Hoyo (2020),1350,1450,16.71,18.65,13.86,143.80,2,326.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus melanospilus,118.1,87.7,26.5,16269.32,Observed,NA,NA,NA,NA,1600,Quintero et al. (2018),1600,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),800,800,-2.06,11.43,0.00,49.94,2,92.0,flapping,2,A,1,1ry consumer,Terrestrial
Ptilinopus merrilli,164.3,127.0,22.7,32776.39,Observed,NA,NA,NA,NA,1300,White et al. (2015),1300,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),650,650,15.21,18.58,12.52,119.24,2,263.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus monacha,95.8,67.0,29.6,10082.31,Observed,NA,NA,NA,NA,750,White et al. (2015),750,White et al. (2015),0,White et al. (2015),0,White et al. (2015),375,375,0.53,2.65,0.00,24.37,2,53.9,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus naina,87.4,64.8,26.3,8896.24,Observed,NA,NA,NA,NA,1100,White et al. (2015),1100,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),550,550,-5.12,10.73,0.00,51.13,2,49.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus occipitalis,157.2,116.2,26.7,28693.17,Observed,NA,NA,NA,NA,1800,White et al. (2015),1800,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),900,900,11.86,18.65,5.56,88.10,2,238.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus ornatus,148.7,99.7,33.0,23287.67,Observed,NA,NA,NA,NA,2500,White et al. (2015),2500,White et al. (2015); Quintero et al. (2018),200,White et al. (2015),200,White et al. (2015); Quintero et al. (2018),1350,1350,-4.9,10.38,0.34,38.87,2,163.0,flapping,2,A,1,1ry consumer,Terrestrial
Ptilinopus pelewensis,127.8,90.2,29.4,18107.45,Observed,NA,NA,NA,NA,300,del Hoyo (2020),300,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),150,150,7.44,7.73,6.89,17.47,2,93.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus perlatus,156.8,109.5,30.1,26969.94,Observed,NA,NA,NA,NA,1220,White et al. (2015),1220,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),610,610,-5.37,10.73,0.00,44.79,2,210.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus perousii,128.6,93.4,28.2,18867.21,Observed,NA,NA,NA,NA,700,White et al. (2015),700,White et al. (2015),0,White et al. (2015),0,White et al. (2015),350,350,-16.95,20.68,13.43,147.06,2,93.5,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus porphyraceus,129.0,91.3,29.2,18500.37,Observed,NA,NA,NA,NA,1900,del Hoyo (2020),1900,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),950,950,-14.3,21.46,0.00,72.86,2,105.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus porphyreus,145.0,99.7,31.3,22708.22,Observed,NA,NA,NA,NA,2200,White et al. (2015),2200,White et al. (2015); Quintero et al. (2018),1400,White et al. (2015),1400,White et al. (2015); Quintero et al. (2018),1800,1800,-4.73,8.39,0.90,37.63,2,168.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus pulchellus,105.6,76.4,28.0,12672.93,Observed,NA,NA,NA,NA,1370,White et al. (2015),1370,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),685,685,-4.85,10.38,0.01,38.06,2,70.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus purpuratus,141.5,99.2,29.2,22048.95,Observed,NA,NA,NA,NA,1000,del Hoyo (2020),1000,del Hoyo (2020); White et al. (2015),0,del Hoyo (2020),0,del Hoyo (2020),500,500,-17.43,17.88,16.41,77.30,2,97.6,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus rarotongensis,124.5,94.6,24.0,18500.37,Observed,NA,NA,NA,NA,658,White et al. (2015),658,White et al. (2015),0,White et al. (2015),0,White et al. (2015),329,329,-20.66,21.25,19.97,127.35,2,97.6,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus regina,126.8,89.3,29.6,17786.50,Observed,28360.46,405.09,5.79,Serrano et al. (2016),800,Quintero et al. (2018),800,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),400,400,-18.29,34.18,4.38,243.33,2,101.6,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus richardsii,127.2,90.0,29.6,17982.48,Observed,NA,NA,NA,NA,300,del Hoyo (2020),300,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),150,150,-11.58,11.88,10.13,46.98,2,103.9,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus rivoli,126.0,90.2,28.5,17852.41,Observed,NA,NA,NA,NA,3260,White et al. (2015),3260,White et al. (2015); Quintero et al. (2018),300,White et al. (2015),300,White et al. (2015); Quintero et al. (2018),1780,1780,-5.05,10.27,0.00,41.18,2,149.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus roseicapilla,122.4,87.5,27.6,16823.23,Observed,NA,NA,NA,NA,1000,del Hoyo (2020),1000,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),500,500,14.84,15.29,14.11,51.45,2,90.4,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus solomonensis,112.9,81.3,27.7,14417.98,Observed,NA,NA,NA,NA,1500,Quintero et al. (2018),1500,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),750,750,-6.31,10.91,0.63,30.70,2,108.5,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus subgularis,164.3,120.9,26.4,31202.09,Observed,NA,NA,NA,NA,800,White et al. (2015),800,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),400,400,-1.8,5.66,0.00,44.02,2,142.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus superbus,132.6,91.6,31.1,19079.14,Observed,NA,NA,NA,NA,1600,White et al. (2015),1600,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),800,800,-13.37,39.14,0.00,183.34,2,118.0,flapping,2,A,1,1ry consumer,Terrestrial
Ptilinopus tannensis,148.5,106.0,28.6,24725.90,Observed,NA,NA,NA,NA,500,White et al. (2015),500,White et al. (2015),0,White et al. (2015),0,White et al. (2015),250,250,-16.23,20.25,13.58,105.24,2,208.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus victor,116.8,87.8,25.5,16108.58,Observed,NA,NA,NA,NA,980,White et al. (2015),980,White et al. (2015),420,White et al. (2015),420,White et al. (2015),700,700,-16.62,17.01,16.13,95.26,2,81.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus viridis,112.3,78.5,30.1,13847.43,Observed,NA,NA,NA,NA,1200,del Hoyo (2020),1200,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); White et al. (2015),600,600,-4.62,10.19,0.00,36.02,2,121.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilinopus wallacii,148.2,97.1,34.5,22604.10,Observed,NA,NA,NA,NA,300,del Hoyo (2020),700,Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),150,350,-6.7,8.35,4.50,68.04,2,208.0,flapping,2,B,1,1ry consumer,Terrestrial
Ptilocichla falcata,83.0,76.7,7.6,9999.85,Observed,NA,NA,NA,NA,800,del Hoyo (2020),800,del Hoyo (2020); White et al. (2015),0,del Hoyo (2020),0,del Hoyo (2020),400,400,9.55,11.32,7.80,51.42,2,39.5,flapping,1,A,1,2ry consumer,Terrestrial
Ptilocichla leucogrammica,79.8,74.8,5.9,9376.15,Observed,NA,NA,NA,NA,600,White et al. (2015),600,White et al. (2015); Quintero et al. (2018),40,White et al. (2015),40,White et al. (2015); Quintero et al. (2018),320,320,0.56,7.04,0.00,28.02,1,39.5,flapping,1,A,1,2ry consumer,Terrestrial
Ptilocichla mindanensis,68.8,63.9,7.0,6905.72,Observed,NA,NA,NA,NA,1400,White et al. (2015),1400,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),700,700,8.35,12.29,5.77,54.19,2,29.2,flapping,1,A,1,2ry consumer,Terrestrial
Ptilogonys caudatus,96.4,75.6,22.3,11447.71,Observed,NA,NA,NA,NA,3000,White et al. (2015),3000,White et al. (2015); Quintero et al. (2018),1800,White et al. (2015),1800,White et al. (2015); Quintero et al. (2018),2400,2400,9.52,10.29,8.73,64.57,1,36.2,flapping,1,B,1,1ry consumer,Terrestrial
Ptilogonys cinereus,92.6,70.5,24.0,10254.63,Observed,NA,NA,NA,NA,3500,White et al. (2015),3500,White et al. (2015); Quintero et al. (2018),1000,Quintero et al. (2018),1000,Quintero et al. (2018),2250,2250,20.78,28.30,14.36,242.07,1,33.6,flapping,1,B,1,1ry consumer,Terrestrial
Ptilonorhynchus violaceus,164.9,133.5,18.6,34579.75,Observed,NA,NA,NA,NA,1220,White et al. (2015),1220,White et al. (2015),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),610,610,-30.82,39.00,15.00,422.20,1,218.9,flapping,1,A,1,1ry consumer,Terrestrial
Ptilopachus petrosus,117.2,91.7,21.2,16881.73,Observed,NA,NA,NA,NA,1500,White et al. (2015),1500,White et al. (2015); Quintero et al. (2018),600,White et al. (2015),600,White et al. (2015); Quintero et al. (2018),1050,1050,10.19,18.44,0.23,218.21,3,193.0,flapping,1,A,1,1ry consumer,Terrestrial
Ptiloprora erythropleura,77.6,59.8,21.1,7289.25,Observed,NA,NA,NA,NA,2800,White et al. (2015),2800,White et al. (2015); Quintero et al. (2018),1300,White et al. (2015),1300,White et al. (2015); Quintero et al. (2018),2050,2050,-3.63,5.12,0.44,32.68,1,21.1,flapping,1,B,1,1ry consumer,Terrestrial
Ptiloprora guisei,87.6,66.0,21.5,9081.72,Observed,NA,NA,NA,NA,3500,White et al. (2015),3500,White et al. (2015); Quintero et al. (2018),1340,White et al. (2015),1340,White et al. (2015); Quintero et al. (2018),2420,2420,-6.62,10.14,4.87,42.75,1,25.8,flapping,1,B,1,2ry consumer,Terrestrial
Ptiloprora mayri,95.1,74.3,21.8,11099.14,Observed,NA,NA,NA,NA,2150,White et al. (2015),2150,White et al. (2015); Quintero et al. (2018),1200,White et al. (2015),1200,White et al. (2015); Quintero et al. (2018),1675,1675,-2.62,3.24,2.43,23.68,1,30.5,flapping,1,C,1,1ry consumer,Terrestrial
Ptiloprora meekiana,76.4,62.1,18.7,7452.55,Observed,NA,NA,NA,NA,2800,del Hoyo (2020),2800,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),1300,del Hoyo (2020),1300,del Hoyo (2020); White et al. (2015),2050,2050,-5.53,10.09,3.07,40.57,1,18.5,flapping,1,B,1,2ry consumer,Terrestrial
Ptiloprora perstriata,93.7,70.8,21.3,10420.60,Observed,NA,NA,NA,NA,3750,White et al. (2015),3750,White et al. (2015); Quintero et al. (2018),1300,White et al. (2015),1300,White et al. (2015); Quintero et al. (2018),2525,2525,-4.85,9.41,2.50,36.52,1,26.6,flapping,1,B,1,1ry consumer,Terrestrial
Ptiloprora plumbea,76.1,59.4,20.0,7100.53,Observed,NA,NA,NA,NA,2100,White et al. (2015),2100,White et al. (2015); Quintero et al. (2018),1000,White et al. (2015),1000,White et al. (2015); Quintero et al. (2018),1550,1550,-5.44,10.22,2.99,40.77,1,14.1,flapping,1,C,1,1ry consumer,Terrestrial
Ptilopsis granti,202.0,141.2,30.6,44802.88,Observed,NA,NA,NA,NA,1600,Quintero et al. (2018),1600,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),800,800,-14.57,31.33,0.00,230.11,3,214.4,flapping,2,A,1,2ry consumer,Terrestrial
Ptiloris intercedens,172.6,154.6,10.4,41915.07,Observed,NA,NA,NA,NA,1450,Quintero et al. (2018),1450,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),725,725,-7.95,10.72,4.21,60.42,1,158.0,flapping,1,B,1,1ry consumer,Terrestrial
Ptiloris magnificus,167.3,157.6,11.4,41416.37,Observed,NA,NA,NA,NA,1450,White et al. (2015),1450,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),725,725,-4.79,13.77,0.34,42.85,1,149.9,flapping,1,B,1,1ry consumer,Terrestrial
Ptiloris paradiseus,150.7,139.8,8.2,33093.32,Observed,NA,NA,NA,NA,2228,Quintero et al. (2018),2228,Quintero et al. (2018),500,Quintero et al. (2018),500,Quintero et al. (2018),1364,1364,-28.52,32.93,24.00,402.66,1,119.5,flapping,1,B,1,1ry consumer,Terrestrial
Ptiloris victoriae,130.0,122.0,7.5,24912.83,Observed,NA,NA,NA,NA,1200,White et al. (2015),1200,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),600,600,-17.51,19.56,15.00,262.68,1,95.0,flapping,1,A,1,1ry consumer,Terrestrial
Ptilorrhoa caerulescens,89.0,79.9,10.4,11170.09,Observed,NA,NA,NA,NA,1300,del Hoyo (2020),1300,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),650,650,-4.9,10.70,0.34,43.67,1,49.0,flapping,1,A,1,2ry consumer,Terrestrial
Ptilorrhoa castanonota,93.0,82.1,11.4,11993.50,Observed,NA,NA,NA,NA,1580,White et al. (2015),1580,White et al. (2015); Quintero et al. (2018),300,White et al. (2015),300,White et al. (2015); Quintero et al. (2018),940,940,-5.25,10.58,0.36,40.69,1,69.7,flapping,1,A,2,2ry consumer,Terrestrial
Ptilorrhoa leucosticta,79.7,74.9,6.0,9376.92,Observed,NA,NA,NA,NA,2700,White et al. (2015),2700,White et al. (2015); Quintero et al. (2018),1200,White et al. (2015),1200,White et al. (2015); Quintero et al. (2018),1950,1950,-5.15,10.20,0.47,39.11,1,49.2,flapping,1,A,1,2ry consumer,Terrestrial
Ptilostomus afer,165.1,123.5,25.2,32028.30,Observed,NA,NA,NA,NA,1500,White et al. (2015),1500,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),750,750,10.06,16.79,0.00,210.90,3,128.0,flapping,1,B,2,1ry consumer,Terrestrial
Ptychoramphus aleuticus,121.0,71.8,40.7,13646.76,Observed,26200.00,441.00,7.42,Shiomi et al. (2024),300,del Hoyo (2020),300,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),150,150,48.89,57.37,26.99,264.78,3,184.0,flapping,2,B,3,2ry consumer,Marine
Ptyrticus turdinus,104.8,93.7,10.6,15424.84,Observed,NA,NA,NA,NA,1600,del Hoyo (2020),1600,del Hoyo (2020); White et al. (2015),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),800,800,-4.44,11.64,0.00,114.18,2,65.8,flapping,1,A,1,2ry consumer,Terrestrial
Pucrasia macrolopha,222.0,155.4,28.8,54190.59,Observed,NA,NA,NA,NA,4000,White et al. (2015),4000,White et al. (2015); Quintero et al. (2018),2000,White et al. (2015),2000,White et al. (2015); Quintero et al. (2018),3000,3000,31.24,42.02,23.54,762.54,1,1050.5,flapping,1,A,1,1ry consumer,Terrestrial
Puffinus assimilis,180.4,84.9,52.7,24058.25,Observed,38300.00,612.50,9.80,Malo et al. (2021); Shiomi et al. (2024),600,del Hoyo (2020),600,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),300,300,-34.7,55.96,0.00,265.25,3,226.0,soaring,3,A,2,2ry consumer,Marine
