Order_Clements,Family_Clements,Species_Clements,Species_BirdTree,Match.type,Daughter,Status
Passeriformes,Turdidae,Geokichla cinerea,Zoothera cinerea,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla citrina,Zoothera citrina,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla crossleyi,Zoothera crossleyi,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla dohertyi,Zoothera dohertyi,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla dumasi,Zoothera dumasi,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla erythronota,Zoothera erythronota,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla gurneyi,Zoothera gurneyi,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla guttata,Zoothera guttata,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla interpres,Zoothera interpres,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla joiceyi,Zoothera joiceyi,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla leucolaema,Zoothera leucolaema,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla mendeni,Zoothera mendeni,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla oberlaenderi,Zoothera oberlaenderi,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla peronii,Zoothera peronii,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla princei,Zoothera princei,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla schistacea,Zoothera schistacea,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla sibirica,Zoothera sibirica,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla spiloptera,Zoothera spiloptera,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Geokichla wardii,Zoothera wardii,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Geopelia cuneata,Geopelia cuneata,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Geopelia humeralis,Geopelia humeralis,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Geopelia maugeus,Geopelia maugeus,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Geopelia placida,Geopelia placida,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Geopelia striata,Geopelia striata,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Geophaps plumifera,Geophaps plumifera,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Geophaps scripta,Geophaps scripta,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Geophaps smithii,Geophaps smithii,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Geositta antarctica,Geositta antarctica,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Geositta crassirostris,Geositta crassirostris,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Geositta cunicularia,Geositta cunicularia,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Geositta isabellina,Geositta isabellina,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Geositta maritima,Geositta maritima,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Geositta peruviana,Geositta peruviana,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Geositta poeciloptera,Geositta poeciloptera,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Geositta punensis,Geositta punensis,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Geositta rufipennis,Geositta rufipennis,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Geositta saxicolina,Geositta saxicolina,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Geositta tenuirostris,Geositta tenuirostris,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Geospiza fortis,Geospiza fortis,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Geospiza fuliginosa,Geospiza fuliginosa,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Geospiza magnirostris,Geospiza magnirostris,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Geospiza scandens,Geospiza scandens,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Geospizopsis plebejus,Phrygilus plebejus,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Geospizopsis unicolor,Phrygilus unicolor,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Geothlypis beldingi,Geothlypis beldingi,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Geothlypis flavovelata,Geothlypis flavovelata,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Geothlypis formosa,Oporornis formosus,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Geothlypis nelsoni,Geothlypis nelsoni,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Geothlypis philadelphia,Oporornis philadelphia,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Geothlypis poliocephala,Geothlypis poliocephala,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Geothlypis rostrata,Geothlypis rostrata,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Geothlypis speciosa,Geothlypis speciosa,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Geothlypis tolmiei,Oporornis tolmiei,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Geothlypis trichas,Geothlypis trichas,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Geotrygon chrysia,Geotrygon chrysia,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Geotrygon montana,Geotrygon montana,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Geotrygon mystacea,Geotrygon mystacea,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Geotrygon versicolor,Geotrygon versicolor,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Geotrygon violacea,Geotrygon violacea,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Geranoaetus albicaudatus,Buteo albicaudatus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Geranoaetus melanoleucus,Geranoaetus melanoleucus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Geranoaetus polyosoma,Buteo polyosoma,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Geranospiza caerulescens,Geranospiza caerulescens,1BT to 1CL,0,Extant
Pelecaniformes,Threskiornithidae,Geronticus calvus,Geronticus calvus,1BT to 1CL,0,Extant
Pelecaniformes,Threskiornithidae,Geronticus eremita,Geronticus eremita,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone albofrontata,Gerygone albofrontata,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone chloronota,Gerygone chloronota,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone chrysogaster,Gerygone chrysogaster,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone dorsalis,Gerygone dorsalis,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone flavolateralis,Gerygone flavolateralis,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone fusca,Gerygone fusca,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone hypoxantha,Gerygone hypoxantha,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone igata,Gerygone igata,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone inornata,Gerygone inornata,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone levigaster,Gerygone levigaster,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone magnirostris,Gerygone magnirostris,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone modesta,Gerygone modesta,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone mouki,Gerygone mouki,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone olivacea,Gerygone olivacea,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone palpebrosa,Gerygone palpebrosa,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone ruficollis,Gerygone ruficollis,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone sulphurea,Gerygone sulphurea,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Gerygone tenebrosa,Gerygone tenebrosa,1BT to 1CL,0,Extant
Charadriiformes,Glareolidae,Glareola cinerea,Glareola cinerea,1BT to 1CL,0,Extant
Charadriiformes,Glareolidae,Glareola lactea,Glareola lactea,1BT to 1CL,0,Extant
Charadriiformes,Glareolidae,Glareola maldivarum,Glareola maldivarum,1BT to 1CL,0,Extant
Charadriiformes,Glareolidae,Glareola nordmanni,Glareola nordmanni,1BT to 1CL,0,Extant
Charadriiformes,Glareolidae,Glareola nuchalis,Glareola nuchalis,1BT to 1CL,0,Extant
Charadriiformes,Glareolidae,Glareola ocularis,Glareola ocularis,1BT to 1CL,0,Extant
Charadriiformes,Glareolidae,Glareola pratincola,Glareola pratincola,1BT to 1CL,0,Extant
Passeriformes,Estrildidae,Glaucestrilda caerulescens,Estrilda caerulescens,1BT to 1CL,0,Extant
Passeriformes,Estrildidae,Glaucestrilda perreini,Estrilda perreini,1BT to 1CL,0,Extant
Passeriformes,Estrildidae,Glaucestrilda thomensis,Estrilda thomensis,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium albertinum,Glaucidium albertinum,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium bolivianum,Glaucidium bolivianum,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium brasilianum,Glaucidium brasilianum,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium capense,Glaucidium capense,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium castanopterum,Glaucidium castanopterum,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium castanotum,Glaucidium castanonotum,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium costaricanum,Glaucidium costaricanum,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium cuculoides,Glaucidium cuculoides,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium griseiceps,Glaucidium griseiceps,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium hardyi,Glaucidium hardyi,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium jardinii,Glaucidium jardinii,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium minutissimum,Glaucidium minutissimum,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium mooreorum,Glaucidium mooreorum,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium nana,Glaucidium nanum,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium nubicola,Glaucidium nubicola,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium palmarum,Glaucidium palmarum,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium parkeri,Glaucidium parkeri,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium passerinum,Glaucidium passerinum,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium perlatum,Glaucidium perlatum,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium peruanum,Glaucidium peruanum,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium radiatum,Glaucidium radiatum,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium sanchezi,Glaucidium sanchezi,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium siju,Glaucidium siju,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium sjostedti,Glaucidium sjostedti,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Glaucidium tephronotum,Glaucidium tephronotum,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Glaucis aeneus,Glaucis aeneus,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Glaucis dohrnii,Glaucis dohrnii,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Glaucis hirsutus,Glaucis hirsutus,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Gliciphila melanops,Phylidonyris melanops,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Gliciphila notabilis,Phylidonyris notabilis,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Gliciphila undulata,Phylidonyris undulatus,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Glossopsitta concinna,Glossopsitta concinna,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Glycichaera fallax,Glycichaera fallax,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1BT to 1CL,0,Extant
Passeriformes,Icteridae,Gnorimopsar chopi,Gnorimopsar chopi,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Goldmania bella,Goethalsia bella,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Goldmania violiceps,Goldmania violiceps,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Goodfellowia miranda,Basilornis mirandus,1BT to 1CL,0,Extant
Pelecaniformes,Ardeidae,Gorsachius goisagi,Gorsachius goisagi,1BT to 1CL,0,Extant
Pelecaniformes,Ardeidae,Gorsachius leuconotus,Gorsachius leuconotus,1BT to 1CL,0,Extant
Pelecaniformes,Ardeidae,Gorsachius magnificus,Gorsachius magnificus,1BT to 1CL,0,Extant
Pelecaniformes,Ardeidae,Gorsachius melanolophus,Gorsachius melanolophus,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Goura cristata,Goura cristata,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Goura victoria,Goura victoria,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Gracula ptilogenys,Gracula ptilogenys,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Gracupica contra,Sturnus contra,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Gracupica nigricollis,Sturnus nigricollis,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Grafisia torquata,Grafisia torquata,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria albigula,Grallaria albigula,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria alleni,Grallaria alleni,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria andicolus,Grallaria andicolus,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria bangsi,Grallaria bangsi,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria blakei,Grallaria blakei,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria capitalis,Grallaria capitalis,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria carrikeri,Grallaria carrikeri,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria chthonia,Grallaria chthonia,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria dignissima,Grallaria dignissima,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria eludens,Grallaria eludens,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria erythroleuca,Grallaria erythroleuca,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria erythrotis,Grallaria erythrotis,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria excelsa,Grallaria excelsa,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria flavotincta,Grallaria flavotincta,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria gigantea,Grallaria gigantea,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria griseonucha,Grallaria griseonucha,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria guatimalensis,Grallaria guatimalensis,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria haplonota,Grallaria haplonota,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria hypoleuca,Grallaria hypoleuca,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria kaestneri,Grallaria kaestneri,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria milleri,Grallaria milleri,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria nuchalis,Grallaria nuchalis,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria przewalskii,Grallaria przewalskii,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria quitensis,Grallaria quitensis,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria ridgelyi,Grallaria ridgelyi,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria ruficapilla,Grallaria ruficapilla,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria rufocinerea,Grallaria rufocinerea,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria squamigera,Grallaria squamigera,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria varia,Grallaria varia,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaria watkinsi,Grallaria watkinsi,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaricula cucullata,Grallaricula cucullata,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaricula flavirostris,Grallaricula flavirostris,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaricula lineifrons,Grallaricula lineifrons,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaricula loricata,Grallaricula loricata,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaricula ochraceifrons,Grallaricula ochraceifrons,1BT to 1CL,0,Extant
Passeriformes,Grallariidae,Grallaricula peruviana,Grallaricula peruviana,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Grallina bruijnii,Grallina bruijni,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Grallina cyanoleuca,Grallina cyanoleuca,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Grammatoptila striata,Garrulax striatus,1BT to 1CL,0,Extant
Passeriformes,Cardinalidae,Granatellus pelzelni,Granatellus pelzelni,1BT to 1CL,0,Extant
Passeriformes,Cardinalidae,Granatellus sallaei,Granatellus sallaei,1BT to 1CL,0,Extant
Passeriformes,Cardinalidae,Granatellus venustus,Granatellus venustus,1BT to 1CL,0,Extant
Passeriformes,Estrildidae,Granatina granatina,Uraeginthus granatinus,1BT to 1CL,0,Extant
Passeriformes,Estrildidae,Granatina ianthinogaster,Uraeginthus ianthinogaster,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Grandala coelicolor,Grandala coelicolor,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Grantiella picta,Grantiella picta,1BT to 1CL,0,Extant
Passeriformes,Macrosphenidae,Graueria vittata,Graueria vittata,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Graydidascalus brachyurus,Graydidascalus brachyurus,1BT to 1CL,0,Extant
Gruiformes,Gruidae,Grus americana,Grus americana,1BT to 1CL,0,Extant
Gruiformes,Gruidae,Grus grus,Grus grus,1BT to 1CL,0,Extant
Gruiformes,Gruidae,Grus japonensis,Grus japonensis,1BT to 1CL,0,Extant
Gruiformes,Gruidae,Grus monacha,Grus monacha,1BT to 1CL,0,Extant
Gruiformes,Gruidae,Grus nigricollis,Grus nigricollis,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Guadalcanaria inexpectata,Guadalcanaria inexpectata,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Guaruba guarouba,Guaruba guarouba,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Gubernatrix cristata,Gubernatrix cristata,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Gubernetes yetapa,Gubernetes yetapa,1BT to 1CL,0,Extant
Cuculiformes,Cuculidae,Guira guira,Guira guira,1BT to 1CL,0,Extant
Suliformes,Phalacrocoracidae,Gulosus aristotelis,Phalacrocorax aristotelis,1BT to 1CL,0,Extant
Galliformes,Numididae,Guttera plumifera,Guttera plumifera,1BT to 1CL,0,Extant
Galliformes,Numididae,Guttera pucherani,Guttera pucherani,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Guyramemua affine,Suiriri islerorum,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Gymnasio nudipes,Megascops nudipes,1BT to 1CL,0,Extant
Piciformes,Lybiidae,Gymnobucco bonapartei,Gymnobucco bonapartei,1BT to 1CL,0,Extant
Piciformes,Lybiidae,Gymnobucco calvus,Gymnobucco calvus,1BT to 1CL,0,Extant
Piciformes,Lybiidae,Gymnobucco peli,Gymnobucco peli,1BT to 1CL,0,Extant
Piciformes,Lybiidae,Gymnobucco sladeni,Gymnobucco sladeni,1BT to 1CL,0,Extant
Passeriformes,Thamnophilidae,Gymnocichla nudiceps,Gymnocichla nudiceps,1BT to 1CL,0,Extant
Gruiformes,Rallidae,Gymnocrex plumbeiventris,Gymnocrex plumbeiventris,1BT to 1CL,0,Extant
Gruiformes,Rallidae,Gymnocrex rosenbergii,Gymnocrex rosenbergii,1BT to 1CL,0,Extant
Gruiformes,Rallidae,Gymnocrex talaudensis,Gymnocrex talaudensis,1BT to 1CL,0,Extant
Passeriformes,Cotingidae,Gymnoderus foetidus,Gymnoderus foetidus,1BT to 1CL,0,Extant
Cathartiformes,Cathartidae,Gymnogyps californianus,Gymnogyps californianus,1BT to 1CL,0,Extant
Passeriformes,Icteridae,Gymnomystax mexicanus,Gymnomystax mexicanus,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Gymnomyza aubryana,Gymnomyza aubryana,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Gymnomyza samoensis,Gymnomyza samoensis,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Gymnophaps albertisii,Gymnophaps albertisii,1BT to 1CL,0,Extant
Columbiformes,Columbidae,Gymnophaps solomonensis,Gymnophaps solomonensis,1BT to 1CL,0,Extant
Passeriformes,Thamnophilidae,Gymnopithys rufigula,Gymnopithys rufigula,1BT to 1CL,0,Extant
Passeriformes,Artamidae,Gymnorhina tibicen,Gymnorhina tibicen,1BT to 1CL,0,Extant
Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Gymnorhinus cyanocephalus,1BT to 1CL,0,Extant
Passeriformes,Passeridae,Gymnoris dentata,Petronia dentata,1BT to 1CL,0,Extant
Passeriformes,Passeridae,Gymnoris pyrgita,Petronia pyrgita,1BT to 1CL,0,Extant
Passeriformes,Passeridae,Gymnoris superciliaris,Petronia superciliaris,1BT to 1CL,0,Extant
Passeriformes,Passeridae,Gymnoris xanthocollis,Petronia xanthocollis,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Gypaetus barbatus,Gypaetus barbatus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Gypohierax angolensis,Gypohierax angolensis,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Gyps africanus,Gyps africanus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Gyps bengalensis,Gyps bengalensis,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Gyps coprotheres,Gyps coprotheres,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Gyps fulvus,Gyps fulvus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Gyps himalayensis,Gyps himalayensis,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Gyps indicus,Gyps indicus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Gyps rueppelli,Gyps rueppellii,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Gyps tenuirostris,Gyps tenuirostris,1BT to 1CL,0,Extant
Passeriformes,Pellorneidae,Gypsophila brevicaudata,Napothera brevicaudata,1BT to 1CL,0,Extant
Passeriformes,Pellorneidae,Gypsophila crassa,Napothera crassa,1BT to 1CL,0,Extant
Passeriformes,Pellorneidae,Gypsophila rufipectus,Turdinus rufipectus,1BT to 1CL,0,Extant
Passeriformes,Cardinalidae,Habia atrimaxillaris,Habia atrimaxillaris,1BT to 1CL,0,Extant
Passeriformes,Cardinalidae,Habia cristata,Habia cristata,1BT to 1CL,0,Extant
Passeriformes,Cardinalidae,Habia fuscicauda,Habia fuscicauda,1BT to 1CL,0,Extant
Passeriformes,Cardinalidae,Habia gutturalis,Habia gutturalis,1BT to 1CL,0,Extant
Passeriformes,Cardinalidae,Habia rubica,Habia rubica,1BT to 1CL,0,Extant
Passeriformes,Cotingidae,Haematoderus militaris,Haematoderus militaris,1BT to 1CL,0,Extant
Charadriiformes,Haematopodidae,Haematopus ater,Haematopus ater,1BT to 1CL,0,Extant
Charadriiformes,Haematopodidae,Haematopus bachmani,Haematopus bachmani,1BT to 1CL,0,Extant
Charadriiformes,Haematopodidae,Haematopus chathamensis,Haematopus chathamensis,1BT to 1CL,0,Extant
Charadriiformes,Haematopodidae,Haematopus finschi,Haematopus finschi,1BT to 1CL,0,Extant
Charadriiformes,Haematopodidae,Haematopus fuliginosus,Haematopus fuliginosus,1BT to 1CL,0,Extant
Charadriiformes,Haematopodidae,Haematopus leucopodus,Haematopus leucopodus,1BT to 1CL,0,Extant
Charadriiformes,Haematopodidae,Haematopus longirostris,Haematopus longirostris,1BT to 1CL,0,Extant
Charadriiformes,Haematopodidae,Haematopus moquini,Haematopus moquini,1BT to 1CL,0,Extant
Charadriiformes,Haematopodidae,Haematopus ostralegus,Haematopus ostralegus,1BT to 1CL,0,Extant
Charadriiformes,Haematopodidae,Haematopus palliatus,Haematopus palliatus,1BT to 1CL,0,Extant
Charadriiformes,Haematopodidae,Haematopus unicolor,Haematopus unicolor,1BT to 1CL,0,Extant
Galliformes,Phasianidae,Haematortyx sanguiniceps,Haematortyx sanguiniceps,1BT to 1CL,0,Extant
Passeriformes,Fringillidae,Haemorhous cassinii,Carpodacus cassinii,1BT to 1CL,0,Extant
Passeriformes,Fringillidae,Haemorhous mexicanus,Carpodacus mexicanus,1BT to 1CL,0,Extant
Passeriformes,Fringillidae,Haemorhous purpureus,Carpodacus purpureus,1BT to 1CL,0,Extant
Passeriformes,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Halcyon albiventris,Halcyon albiventris,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Halcyon badia,Halcyon badia,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Halcyon chelicuti,Halcyon chelicuti,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Halcyon coromanda,Halcyon coromanda,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Halcyon cyanoventris,Halcyon cyanoventris,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Halcyon leucocephala,Halcyon leucocephala,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Halcyon malimbica,Halcyon malimbica,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Halcyon pileata,Halcyon pileata,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Halcyon senegalensis,Halcyon senegalensis,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Halcyon senegaloides,Halcyon senegaloides,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Haliaeetus albicilla,Haliaeetus albicilla,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Haliaeetus humilis,Ichthyophaga humilis,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Haliaeetus ichthyaetus,Ichthyophaga ichthyaetus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Haliaeetus leucogaster,Haliaeetus leucogaster,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Haliaeetus leucoryphus,Haliaeetus leucoryphus,1BT to 1CL,0,Extant
